Davenport Hall,Entomology Laboratory,0.7
Davenport Hall,Fred H. Turner Student Services Building,1.5
Davenport Hall,Medical Sciences Building,1.2
Davenport Hall,Swanlund Administration Building,1.5
Davenport Hall,USDA Nematology Greenhouse,0.9
Davenport Hall,1203 W Nevada St,0.3
Davenport Hall,Optical Physics and Engineering Building,1.5
Davenport Hall,Jonathan Baldwin Turner Hall,0.9
Davenport Hall,Physical Plant Service Building,3.8
Davenport Hall,1001 W Nevada St,0.9
Davenport Hall,Garage and Car Pool,3.8
Davenport Hall,Horticulture Field Lab Steel Building,1.5
Davenport Hall,Hydrogen Liquefier Building,4.0
Davenport Hall,Illinois Sustainable Technology Center,4.4
Davenport Hall,1203 1/2 W Nevada St,0.2
Davenport Hall,Atmospheric Sciences Building,1.2
Davenport Hall,Speech and Hearing Science,1.7
Davenport Hall,Digital Computer Laboratory,1.2
Davenport Hall,Environmental Health and Safety Building,1.4
Davenport Hall,Housing Food Stores,3.8
Davenport Hall,School of Labor and Employment Relations,2.4
Davenport Hall,Art and Design Building,2.2
Davenport Hall,Krannert Art Museum,2.0
Davenport Hall,805 W Pennsylvania Ave,1.4
Davenport Hall,Printing and Photographic Services Building,1.4
Davenport Hall,1205 W Oregon St,0.5
Davenport Hall,Arnold O. and Mabel M. Beckman Institute for Advanced Science and Technology,1.5
Davenport Hall,Orchard Downs Laundry - North,2.4
Davenport Hall,North Campus Chiller Plant,1.5
Davenport Hall,Housing Maintenance Shop,3.2
Davenport Hall,Orchard Downs Laundry - South,2.4
Davenport Hall,Nick Holonyak Jr. Micro and Nanotechnology Laboratory,1.7
Davenport Hall,1207 W Oregon St,0.5
Davenport Hall,Morrill Hall,0.6
Davenport Hall,508 S Sixth St,1.7
Davenport Hall,625 S. Wright St. - Suite 103 201,1.3
Davenport Hall,Orchard Downs Community Building,3.4
Davenport Hall,912 S Fifth St,1.9
Davenport Hall,Housing Warehouse,3.2
Davenport Hall,University Press Building,4.0
Davenport Hall,Plant Sciences Laboratory,0.9
Davenport Hall,The Richard T. Ubben Basketball Complex,3.2
Davenport Hall,Ruth A. Wardall Hall - ISRH,0.9
Davenport Hall,Edgar Jerome Townsend Hall - ISRH,0.9
Davenport Hall,Library Air Conditioning Center,3.3
Davenport Hall,Police Training Institute - Tactical Training Center,2.7
Davenport Hall,University of Illinois Employees Credit Union,1.2
Davenport Hall,Administrative Information Technology Building,4.6
Davenport Hall,State Regional Office Building,4.4
Davenport Hall,FSI Maintenance Facility,3.8
Davenport Hall,Clinical Skills Learning Center,2.5
Davenport Hall,Physics Research Lab Storage Building,1.7
Davenport Hall,FSI - Fire Station,4.8
Davenport Hall,Stuart Pratt Sherman Hall,1.9
Davenport Hall,Veterinary Teaching Hospital,2.7
Davenport Hall,FSI - Classroom/Office,2.5
Davenport Hall,Leah Fullenwider Trelease Hall - FARH,1.5
Davenport Hall,Richard J. Oglesby Hall - FARH,1.4
Davenport Hall,Physical Plant Storage Building A,3.9
Davenport Hall,Police Training Institute - Storage Building,2.7
Davenport Hall,Astronomy Building,1.3
Davenport Hall,Driver Training Site Storage Building,4.9
Davenport Hall,Play Field Service Building,3.8
Davenport Hall,College of Fine and Applied Arts Design Research Laboratory,2.2
Davenport Hall,Biological Control Laboratory,4.3
Davenport Hall,Building Research Council Laboratory,4.1
Davenport Hall,ISGS Core Lab,4.4
Davenport Hall,Illinois Field Press Box,2.5
Davenport Hall,Engineering Senior Design Lab Annex,1.3
Davenport Hall,Natural Resource Studies Annex,4.4
Davenport Hall,Public Safety Building,1.1
Davenport Hall,Grainger Engineering Library Information Center,1.6
Davenport Hall,Agriculture Services Building,3.8
Davenport Hall,Illinois State Archaeological Survey Repository,2.0
Davenport Hall,Graduate School of Library and Information Sciences Building,1.7
Davenport Hall,Erlanger House,1.7
Davenport Hall,Edward R. Madigan Laboratory,0.5
Davenport Hall,Paleobotanical Building,4.8
Davenport Hall,Temple Hoyne Buell Hall,2.1
Davenport Hall,Veterinary Medicine Feed Storage Building,2.6
Davenport Hall,Building Research Laboratory,4.0
Davenport Hall,Motorcycle Safety Office,4.9
Davenport Hall,Veterinary Medicine Basic Sciences Building,2.5
Davenport Hall,Veterinary Medicine Chiller Plant,2.6
Davenport Hall,505 E Green St,1.5
Davenport Hall,Japan House,2.4
Davenport Hall,Police Training Institute - 1004 S Fourth St,2.7
Davenport Hall,Atkins Tennis Center,2.3
Davenport Hall,Campus Recreation Center - East,0.7
Davenport Hall,Dance Administration Building,0.9
Davenport Hall,901 W Oregon St,0.8
Davenport Hall,International Studies Building,1.9
Davenport Hall,Special Materials Storage Facility,4.6
Davenport Hall,The William R. and Clarice V. Spurlock Museum,0.7
Davenport Hall,Campbell Hall for Public Telecommunication,1.3
Davenport Hall,ACES Library Information and Alumni Center,1.3
Davenport Hall,Office of Admissions and Records Building,1.0
Davenport Hall,Bielfeldt Athletic Administration Building,3.0
Davenport Hall,Campus Recreation Bike Center,2.4
Davenport Hall,Irwin Academic Services Center,2.6
Davenport Hall,Physical Plant Storage Building B,3.8
Davenport Hall,Animal Science Air Conditioning Center,4.1
Davenport Hall,Irwin Indoor Football Facility (Division of Intercollegiate Athletics),3.0
Davenport Hall,Electrical and Computer Engineering Building,1.7
Davenport Hall,909 W Oregon St,0.7
Davenport Hall,1817/1819 S Neil St,4.4
Davenport Hall,631 E Green St 703/709 S Wright St,1.3
Davenport Hall,Vermilion River Observatory Antenna Office Facility,3.1
Davenport Hall,510 Devonshire Dr,5.0
Davenport Hall,Getz Hall - Phillips Tract,3.1
Davenport Hall,Richmond Studio,1.3
Davenport Hall,WILL TV Tower,2.9
Davenport Hall,Fire Substation,3.1
Davenport Hall,Parking Structure Lot F29,0.6
Davenport Hall,111 E Green St,2.0
Davenport Hall,Eichelberger Field and Press Box,2.1
Davenport Hall,Thomas M. Siebel Center for Computer Science,1.2
Davenport Hall,National Center for Supercomputing Applications,1.6
Davenport Hall,Carle Forum,2.6
Davenport Hall,1206 W Nevada St,0.3
Davenport Hall,100 Trade Center Dr,4.0
Davenport Hall,Control Tower,2.5
Davenport Hall,Reciprocating Engine Test Cell,1.5
Davenport Hall,Airport Rescue and Firefighting,3.1
Davenport Hall,10 Unit T-Hangar (central),3.1
Davenport Hall,5 Unit T-Hangar (south),3.1
Davenport Hall,2 Unit T-Hangar,3.1
Davenport Hall,Machine Shop,3.7
Davenport Hall,Parking Booths,3.6
Davenport Hall,Orchard Place Apartments (1801 1802),2.2
Davenport Hall,Orchard Place Apartments (1803 1804),2.2
Davenport Hall,Orchard Place Apartments (1805 1806),2.2
Davenport Hall,Orchard Place Apartments (1807 1808),2.2
Davenport Hall,Orchard Place Apartments (1809 1810 1811 1812),2.2
Davenport Hall,Orchard Place Apartments (1813 1814),2.2
Davenport Hall,Orchard Place Apartments (18151816 1817 1818),2.2
Davenport Hall,Orchard Place Apartments (1819 1820)),2.2
Davenport Hall,Orchard Place Apartments (1821 1822 1823 1824),2.2
Davenport Hall,Orchard Place Apartments (1825 1826),2.2
Davenport Hall,Orchard Place Apartments (1827 1828),2.2
Davenport Hall,Orchard Place Apartments (1829 1830),2.2
Davenport Hall,Orchard Place Apartments (1831 1832),2.2
Davenport Hall,Orchard Place Apartments (1833 1834),2.2
Davenport Hall,Orchard Place Apartments (1835 1836),2.2
Davenport Hall,Orchard Place Apartments (1837 1838),2.2
Davenport Hall,Family Housing Office (1841),2.2
Davenport Hall,Orchard Downs Apartments (1902 1904 1906),2.2
Davenport Hall,Orchard Downs Apartments (1910 1912 1914 1916),2.2
Davenport Hall,Orchard Downs Apartments (1920 1922 1924),2.2
Davenport Hall,Orchard Downs Apartments (1930 1932 1934),2.2
Davenport Hall,Orchard Downs Apartments (1940 1942 1944),2.2
Davenport Hall,Orchard Downs Apartments (1950 1952 1954 1956),2.2
Davenport Hall,Orchard Downs Apartments (1960 1962),2.2
Davenport Hall,Orchard Downs Apartments (1961 1963 1965),2.2
Davenport Hall,Orchard Downs Apartments (1970 1972 1974 1976),2.2
Davenport Hall,Orchard Downs Apartments (1971 1973 1975 1977),2.2
Davenport Hall,Orchard Downs Apartments (2001 2003 2005),2.2
Davenport Hall,Orchard Downs Apartments (2002 2004 2006),2.2
Davenport Hall,Orchard Downs Apartments (2008 2009),2.2
Davenport Hall,Orchard Downs Apartments (2010 2012 2014 2016),2.2
Davenport Hall,Orchard Downs Apartments (2011 2013 2015 2017),2.2
Davenport Hall,Orchard Downs Apartments (2020 2022 2024),2.2
Davenport Hall,Orchard Downs Apartments (2021 2023 2025),2.2
Davenport Hall,Orchard Downs Apartments (2027 2028 2029),2.2
Davenport Hall,Orchard Downs Apartments (2030 2032 2034),2.2
Davenport Hall,Orchard Downs Apartments (2031 2033 2035 2037),2.2
Davenport Hall,Orchard Downs Apartments (2038 2039),2.2
Davenport Hall,Orchard Downs Apartments (2040 2042 2044),2.2
Davenport Hall,Orchard Downs Apartments (2047 2048 2049),2.2
Davenport Hall,Orchard Downs Apartments (2051 2053),2.2
Davenport Hall,Orchard Downs Apartments (2055 2057 2059),2.2
Davenport Hall,Orchard Downs Apartments (2060 2062 2064),2.2
Davenport Hall,Orchard Downs Apartments 20612063 2065),2.2
Davenport Hall,Orchard Downs Apartments (2067 2068 2069),2.2
Davenport Hall,Orchard Downs Apartments (2070 2072 2074),2.2
Davenport Hall,Orchard Downs Apartments (2071 2073 2075),2.2
Davenport Hall,Orchard Downs Apartments (2077 2078 2079),2.2
Davenport Hall,Orchard Downs Apartments (2080 2082 2084),2.2
Davenport Hall,Orchard Downs Apartments (2081 2083 2085 2087),2.2
Davenport Hall,Orchard South Apartments (2101),2.2
Davenport Hall,Orchard South Apartments (2102),2.2
Davenport Hall,Orchard South Apartments (2103),2.2
Davenport Hall,Orchard South Apartments (2104),2.2
Davenport Hall,Orchard South Apartments (2105),1.7
Davenport Hall,Orchard South Apartments (2107),1.7
Davenport Hall,Orchard South Apartments (2108),2.2
Davenport Hall,Orchard South Apartments (2109),2.2
Davenport Hall,Orchard South Apartments (2110),1.7
Davenport Hall,Orchard South Apartments (2111),2.2
Davenport Hall,Feed Storage Plant,1.5
Davenport Hall,Animal Science Shop and Storage - Horse Farm,3.3
Davenport Hall,Animal Science K40 Facility,0.6
Davenport Hall,Animal Science Isolation Unit,0.6
Davenport Hall,Equine Research Barn,3.2
Davenport Hall,Machinery Storage Building - Agronomy Farm,3.2
Davenport Hall,Machinery and Equipment Storage Shed - Agronomy Farm,3.1
Davenport Hall,Agronomy Seed House,3.2
Davenport Hall,Agronomy Drying Shed,3.3
Davenport Hall,Sheet Metal Barn,3.2
Davenport Hall,Sheet Metal Barn - USDA,3.2
Davenport Hall,Sheet Metal Barn - SSSS - Agronomy,3.6
Davenport Hall,Sheet Metal Barn - Agronomy,3.6
Davenport Hall,Rain Drop Tower Building - Agronomy,2.5
Davenport Hall,Dairy Experimental Round Barns,2.5
Davenport Hall,Dairy Experimental Round Barns,2.5
Davenport Hall,Dairy Experimental Round Barns,2.5
Davenport Hall,1101 St Marys Rd,2.1
Davenport Hall,Small Calf Barn - Round Barns,2.5
Davenport Hall,Brick Garage Laboratory - Round Barns,2.5
Davenport Hall,Swine Finishing - Building B,3.9
Davenport Hall,Food Storage Shed - Horticulture Field Laboratory,2.3
Davenport Hall,Grounds Storage Barn,3.0
Davenport Hall,Pollinatarium,3.2
Davenport Hall,Animal Research Barn - Physical Research Laboratory,1.5
Davenport Hall,Storage - 3 Buildings,4.5
Davenport Hall,Physiology Research Laboratory - Garage West,3.8
Davenport Hall,Moorman Research Farm - Physiology Barn 2,3.1
Davenport Hall,Moorman Research Farm - Physiology Barn 1,3.1
Davenport Hall,Imported Swine Research Laboratory,3.9
Davenport Hall,Machine Shed - Lincoln Ave Dairy,2.0
Davenport Hall,New Bull Barn - Lincoln Ave Dairy,4.7
Davenport Hall,South Barn and Calf House - Lincoln Ave Dairy,4.7
Davenport Hall,Loafing Barn - Dairy Cat Mech Ctr - Lincoln Ave Dairy,4.7
Davenport Hall,Shop and Storage Building - Lincoln Ave Dairy,2.4
Davenport Hall,Agronomy Field Laboratory - USDA,3.4
Davenport Hall,Food Science Dry Processing Laboratory,3.5
Davenport Hall,Garage,3.6
Davenport Hall,Implement Shed - Agricultural Engineering - S Race St,1.5
Davenport Hall,Agricultural Engineering Storage - S Race St,1.5
Davenport Hall,Implement Shed - Forest Sciences - S Race St,1.1
Davenport Hall,Downes Annex,3.0
Davenport Hall,Southwest Barn - Vet Med - S Race St,2.6
Davenport Hall,Northwest Barn - Vet Med - S Race St,2.6
Davenport Hall,Swine Res Ctr - Supervisor's Residence,3.9
Davenport Hall,Vet Res Farm - Clinical Res Barn,3.1
Davenport Hall,Vet Res Farm - Pathological Inc,2.5
Davenport Hall,Structures Physiology Laboratory,3.7
Davenport Hall,Free Stall Barn - Lincoln Ave Dairy,4.7
Davenport Hall,Vet Res Farm - Horse Shelter,3.1
Davenport Hall,Agricultural and Biological Engineering Storage Building,0.8
Davenport Hall,Vegetable Research Farm - Garage,4.6
Davenport Hall,Animal Science Machine Storage Building,1.5
Davenport Hall,Machinery Storage Building - Grein Farm,1.5
Davenport Hall,Grein Farm - Storage Shed 1,3.1
Davenport Hall,Grein Farm - Storage Shed 2,3.1
Davenport Hall,Soybean Damage Laboratory - Agricultural Engineering Farm,1.5
Davenport Hall,Soybean Research - Agronomy Farm,3.4
Davenport Hall,Heifer Shed - Lincoln Ave Dairy,4.7
Davenport Hall,Free Stall Pole Building - Lincoln Ave Dairy,4.7
Davenport Hall,Supervisor's Residence - Beef,4.5
Davenport Hall,Cruse Farm Pump Station,3.1
Davenport Hall,Acid Rain Field Building,1.5
Davenport Hall,Cruse Farm Storage Building,1.6
Davenport Hall,Vet Res Farm - Swine Finishing Building,3.1
Davenport Hall,Vet Res Farm - Swine Gestation Unit,3.1
Davenport Hall,Vet Res Farm - Service Building,2.6
Davenport Hall,Vet Res Farm - Cattle Confinement Facility,3.1
Davenport Hall,Beef Cow Facility - Cattle Working Shelter,3.1
Davenport Hall,Beef Cow Facility - Hay Storage,3.1
Davenport Hall,Engineering Warehouse Storage C,3.1
Davenport Hall,Electrical Engineering Storage Building,4.8
Davenport Hall,Implement Storage Building - Lincoln Ave Dairy,4.7
Davenport Hall,Large Heifer Rearing - Lincoln Ave Dairy,4.7
Davenport Hall,Small Heifer Rearing - Lincoln Ave Dairy,4.7
Davenport Hall,Water Survey - Warehouse,4.9
Davenport Hall,Aeronomy Laser - Radar Facility,3.1
Davenport Hall,Swine Res Ctr - Headquarters Building,3.9
Davenport Hall,Swine Res Ctr - Isolation Building,3.9
Davenport Hall,Metal Storage Building,3.2
Davenport Hall,Agriculture Storage Building,3.3
Davenport Hall,Pest Management Laboratory,4.0
Davenport Hall,Orchard South Apartments (2112),2.2
Davenport Hall,Orchard South Apartments (2113),2.2
Davenport Hall,Orchard South Apartments (2114),2.2
Davenport Hall,Orchard South Apartments (2116),2.2
Davenport Hall,Orchard South Apartments (2118),2.2
Davenport Hall,Orchard South Apartments (2120),2.2
Davenport Hall,Orchard South Apartments (2201),2.2
Davenport Hall,Orchard South Apartments (2202),2.2
Davenport Hall,Orchard South Apartments (2203),1.7
Davenport Hall,Orchard South Apartments (2205),2.2
Davenport Hall,Swine Res Ctr - Shop,3.9
Davenport Hall,Swine Isolation Unit,3.9
Davenport Hall,Machine Shed - Animal Science,2.6
Davenport Hall,Machine Storage Crib,4.7
Davenport Hall,Police Training Institute - Pavilion,2.7
Davenport Hall,Police Training Institute - Tactical Range 1,2.7
Davenport Hall,Police Training Institute - Tactical Range 2,2.7
Davenport Hall,Early Child Development Laboratory,0.9
Davenport Hall,Forbes Natural History Building,4.1
Davenport Hall,Z Building,3.9
Davenport Hall,Carl R. Woese Institute for Genomic Biology,0.4
Davenport Hall,Technology Plaza,1.3
Davenport Hall,Dairy Free Stall Barn - Light Controlled,3.1
Davenport Hall,Abbott Scrubber Building,4.4
Davenport Hall,Aerodynamics Research Laboratory,1.4
Davenport Hall,North Campus Parking Deck,1.8
Davenport Hall,Enterprise Works @ Illinois,4.3
Davenport Hall,Oak Street Library Facility,4.6
Davenport Hall,ISGS Pole Barn West,2.0
Davenport Hall,Aviary AC Building,3.1
Davenport Hall,Ponds Site Laboratory,4.3
Davenport Hall,ISGS Pole Barn East,2.0
Davenport Hall,Z-2 Building,4.2
Davenport Hall,Water Survey Research Center - Shed,5.0
Davenport Hall,1108 Stoughton St,1.2
Davenport Hall,CERL - Solar House 6,3.7
Davenport Hall,CERL - North Hall,2.5
Davenport Hall,Doris Kelley Christopher Hall,0.7
Davenport Hall,Parking Structure Lot C10,1.7
Davenport Hall,Water Survey - Shop and Equipment Building,5.0
Davenport Hall,Gregory Place I,0.6
Davenport Hall,Asian American Cultural Center,0.5
Davenport Hall,S. Farms - Manure Shed,3.1
Davenport Hall,S. Farms - Calving - Isolation - Work Area,4.3
Davenport Hall,S. Farms - Commodity Shed,1.6
Davenport Hall,S. Farms - Isolation - Work Area,4.3
Davenport Hall,Bee Research Facility,3.2
Davenport Hall,FSI - Hazmat Storage Building,4.8
Davenport Hall,FSI - Storage Building,3.8
Davenport Hall,FSI - Fire Apparatus Storage Building,4.8
Davenport Hall,FSI - Two Story Burn Building,4.8
Davenport Hall,FSI - Residential Burn Building,4.8
Davenport Hall,FSI - South Storage Building,3.8
Davenport Hall,Demirjian Indoor Golf Facility,2.8
Davenport Hall,Pole Shed,3.6
Davenport Hall,Lincoln Square Mall,2.5
Davenport Hall,Business Instructional Facility,2.5
Davenport Hall,528 E Green St,1.4
Davenport Hall,Engineering Student Project Laboratory,1.3
Davenport Hall,Z-3 Building,4.4
Davenport Hall,Speech Language Pathology Clinic,4.3
Davenport Hall,Conference Center,3.8
Davenport Hall,I-Hotel,3.8
Davenport Hall,Poultry Research Facility - Cage House 3,3.1
Davenport Hall,Ashton Woods Apartments Office,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Ashton Woods Apartments,4.7
Davenport Hall,Shelford Vivarium Greenhouse,1.4
Davenport Hall,Integrated Bioprocessing Research Laboratory,1.5
Davenport Hall,Poultry Research Facility - Specialized Research 2,3.1
Davenport Hall,Poultry Research Facility - Chick Lab Hatchery/Feed Mixing 1,3.1
Davenport Hall,Poultry Research Facility - Grower House 4,3.1
Davenport Hall,Poultry Research Facility - Breeder House 5,3.1
Davenport Hall,Gregory Place II,0.6
Davenport Hall,National Petascale Computing Facility,3.8
Davenport Hall,10 Unit T-Hangar (west),4.0
Davenport Hall,Student Dining and Residential Programs Building,2.6
Davenport Hall,Ikenberry Commons - Timothy J. Nugent Hall,2.8
Davenport Hall,Ikenberry Commons - Wassaja Hall,2.8
Davenport Hall,Ikenberry Commons - Residence Hall (Number TBD),2.6
Davenport Hall,Ikenberry Commons - Residence Hall (Number TBD),2.6
Davenport Hall,Ikenberry Commons - Bousfield Hall,2.6
Davenport Hall,Ikenberry Commons - Residence Hall (Number TBD),2.6
Davenport Hall,Ikenberry Commons - Residence Hall (Number TBD),2.6
Davenport Hall,Ikenberry Commons - Residence Hall (Number TBD),2.6
Davenport Hall,Ikenberry Commons - Residence Hall (Number TBD),2.6
Davenport Hall,Fruit Research Farm - Administration Building,4.2
Davenport Hall,Fruit Research Farm - Equipment Storage,3.1
Davenport Hall,Fruit Research Farm - Chemical Storage,3.1
Davenport Hall,FSI - Learning Resource Research Center,4.8
Davenport Hall,507 E Green St,1.4
Davenport Hall,McFarland Carillon,1.6
Davenport Hall,Vermillion Development Building,1.5
Davenport Hall,Robert A. Evers Laboratory,4.2
Davenport Hall,Eichelberger Field - Concessions,1.5
Davenport Hall,Swine Isolation - LL Building,3.9
Davenport Hall,Swine Isolation - Quad Plex,3.1
Davenport Hall,Swine Isolation - Old Corn Crib,3.1
Davenport Hall,Swine Res Ctr - N14 Storage Shed,3.1
Davenport Hall,Forbes Station - INHS,4.1
Davenport Hall,Illinois Field - Concessions,2.5
Davenport Hall,Illinois Field - Locker Room,2.6
Davenport Hall,Illinois Field Visitor's Locker,2.5
Davenport Hall,Littelfuse Research Center,4.6
Davenport Hall,Race St. Farmstead - Farmhouse,4.9
Davenport Hall,Littelfuse Research Center Generator Building,4.6
Davenport Hall,Gable Home,3.9
Davenport Hall,Fruit Research Farm - Pesticide Storage Unit 1,3.6
Davenport Hall,Fruit Research Farm - Pesticide Storage Unit 2,3.1
Davenport Hall,Dixon Springs - Storage Shed Next to Insectary,4.7
Davenport Hall,Dixon Springs - Student House,1.5
Davenport Hall,Brownstown Ag. Res Ctr - Office/Small Dry Lab,3.1
Davenport Hall,Brownstown Ag. Res Ctr - Pesticides,3.1
Davenport Hall,Northern IL Ag. Res Ctr - Residence,0.8
Davenport Hall,Northern IL Ag. Res Ctr - Garage,4.4
Davenport Hall,Northern IL Ag. Res Ctr - Pesticide Building,0.8
Davenport Hall,Northern IL Ag. Res Ctr - Greenhouse,0.8
Davenport Hall,10 Unit T-Hangar (east),4.0
Davenport Hall,OSF Medical Office Building,1.9
Davenport Hall,509 W University Ave (Mills Breast Cancer Institute),2.3
Davenport Hall,Lincoln Commerce Center,2.9
Davenport Hall,Grounds Garage,3.6
Davenport Hall,PTI - Control Booth,2.7
Davenport Hall,1105 W Main St,1.4
Davenport Hall,EBI Site Office,1.6
Davenport Hall,Aeronomy Shed,3.1
